stock,type,entry_time,entry,sl,target,exit_time,exit,pnl
RELIANCE.NS,long,2025-06-10 10:00:00+05:30,1452.5,1446.699951171875,1461.2000732421875,2025-06-10 10:50:00+05:30,1446.699951171875,-5.800048828125
RELIANCE.NS,short,2025-06-12 10:40:00+05:30,1445.5,1457.0,1428.25,2025-06-12 15:25:00+05:30,1439.5,6.0
RELIANCE.NS,long,2025-06-13 11:50:00+05:30,1430.0,1414.4000244140625,1453.3999633789062,2025-06-13 15:25:00+05:30,1427.5,-2.5
RELIANCE.NS,long,2025-06-16 10:15:00+05:30,1433.0,1425.199951171875,1444.7000732421875,2025-06-16 15:25:00+05:30,1436.9000244140625,3.9000244140625
RELIANCE.NS,short,2025-06-17 10:05:00+05:30,1431.4000244140625,1446.0,1409.5000610351562,2025-06-17 15:25:00+05:30,1430.0,1.4000244140625
RELIANCE.NS,short,2025-06-18 12:20:00+05:30,1428.0,1442.800048828125,1405.7999267578125,2025-06-18 15:25:00+05:30,1429.800048828125,-1.800048828125
RELIANCE.NS,long,2025-06-19 10:45:00+05:30,1435.300048828125,1425.800048828125,1449.550048828125,2025-06-19 15:25:00+05:30,1427.800048828125,-7.5
RELIANCE.NS,long,2025-06-20 10:05:00+05:30,1444.5999755859375,1428.0999755859375,1469.3499755859375,2025-06-20 15:25:00+05:30,1464.0,19.4000244140625
RELIANCE.NS,short,2025-06-23 10:00:00+05:30,1442.0999755859375,1459.4000244140625,1416.14990234375,2025-06-23 13:20:00+05:30,1459.4000244140625,-17.300048828125
RELIANCE.NS,short,2025-06-24 12:40:00+05:30,1460.4000244140625,1474.800048828125,1438.7999877929688,2025-06-24 15:25:00+05:30,1450.800048828125,9.5999755859375
RELIANCE.NS,long,2025-06-25 10:20:00+05:30,1468.0,1461.800048828125,1477.2999267578125,2025-06-25 15:25:00+05:30,1467.5999755859375,-0.4000244140625
RELIANCE.NS,long,2025-06-26 09:55:00+05:30,1481.0,1465.300048828125,1504.5499267578125,2025-06-26 15:25:00+05:30,1495.9000244140625,14.9000244140625
RELIANCE.NS,long,2025-06-27 11:00:00+05:30,1509.5999755859375,1497.0,1528.4999389648438,2025-06-27 15:25:00+05:30,1514.0,4.4000244140625
RELIANCE.NS,long,2025-06-30 10:10:00+05:30,1523.9000244140625,1506.5,1550.0000610351562,2025-06-30 12:55:00+05:30,1506.5,-17.4000244140625
RELIANCE.NS,long,2025-07-01 10:35:00+05:30,1521.800048828125,1501.699951171875,1551.9501953125,2025-07-01 15:25:00+05:30,1526.800048828125,5.0
RELIANCE.NS,short,2025-07-02 11:15:00+05:30,1517.9000244140625,1529.9000244140625,1499.9000244140625,2025-07-02 15:25:00+05:30,1517.0999755859375,0.800048828125
RELIANCE.NS,long,2025-07-03 10:05:00+05:30,1524.4000244140625,1513.0,1541.5000610351562,2025-07-03 15:25:00+05:30,1515.0,-9.4000244140625
RELIANCE.NS,long,2025-07-04 10:50:00+05:30,1526.4000244140625,1517.800048828125,1539.2999877929688,2025-07-04 15:25:00+05:30,1528.0,1.5999755859375
RELIANCE.NS,long,2025-07-07 12:45:00+05:30,1540.699951171875,1525.5,1563.4998779296875,2025-07-07 15:25:00+05:30,1540.5,-0.199951171875
RELIANCE.NS,short,2025-07-08 10:45:00+05:30,1533.5,1541.0,1522.25,2025-07-08 11:30:00+05:30,1541.0,-7.5
RELIANCE.NS,long,2025-07-09 09:55:00+05:30,1543.0,1534.300048828125,1556.0499267578125,2025-07-09 14:25:00+05:30,1534.300048828125,-8.699951171875
RELIANCE.NS,short,2025-07-10 10:15:00+05:30,1514.0,1524.4000244140625,1498.3999633789062,2025-07-10 15:25:00+05:30,1515.300048828125,-1.300048828125
RELIANCE.NS,short,2025-07-11 09:55:00+05:30,1502.300048828125,1514.0,1484.7501220703125,2025-07-11 15:25:00+05:30,1494.0,8.300048828125
RELIANCE.NS,long,2025-07-14 09:50:00+05:30,1496.699951171875,1487.800048828125,1510.0498046875,2025-07-14 11:35:00+05:30,1487.800048828125,-8.89990234375
RELIANCE.NS,short,2025-07-15 10:15:00+05:30,1486.0,1494.0,1474.0,2025-07-15 11:00:00+05:30,1494.0,-8.0
RELIANCE.NS,long,2025-07-16 12:05:00+05:30,1481.9000244140625,1471.800048828125,1497.0499877929688,2025-07-16 15:25:00+05:30,1486.199951171875,4.2999267578125
RELIANCE.NS,short,2025-07-17 09:50:00+05:30,1481.4000244140625,1487.4000244140625,1472.4000244140625,2025-07-17 15:25:00+05:30,1478.699951171875,2.7000732421875
RELIANCE.NS,short,2025-07-18 10:00:00+05:30,1476.4000244140625,1484.4000244140625,1464.4000244140625,2025-07-18 15:25:00+05:30,1476.0,0.4000244140625
RELIANCE.NS,short,2025-07-21 12:15:00+05:30,1434.5999755859375,1465.5999755859375,1388.0999755859375,2025-07-21 15:25:00+05:30,1429.0,5.5999755859375
RELIANCE.NS,short,2025-07-22 10:30:00+05:30,1418.4000244140625,1431.9000244140625,1398.1500244140625,2025-07-22 15:25:00+05:30,1413.800048828125,4.5999755859375
RELIANCE.NS,long,2025-07-23 15:10:00+05:30,1425.199951171875,1414.4000244140625,1441.3998413085938,2025-07-23 15:25:00+05:30,1425.0,-0.199951171875
RELIANCE.NS,short,2025-07-24 10:10:00+05:30,1414.800048828125,1422.4000244140625,1403.4000854492188,2025-07-24 11:15:00+05:30,1403.4000854492188,11.39996337890625
RELIANCE.NS,short,2025-07-25 09:50:00+05:30,1392.0999755859375,1400.699951171875,1379.2000122070312,2025-07-25 15:25:00+05:30,1391.0,1.0999755859375
RELIANCE.NS,long,2025-07-28 10:15:00+05:30,1402.699951171875,1385.4000244140625,1428.6498413085938,2025-07-28 15:15:00+05:30,1385.4000244140625,-17.2999267578125
RELIANCE.NS,long,2025-07-29 14:00:00+05:30,1402.800048828125,1386.9000244140625,1426.6500854492188,2025-07-29 15:25:00+05:30,1417.0999755859375,14.2999267578125
RELIANCE.NS,short,2025-07-30 09:50:00+05:30,1409.300048828125,1422.5,1389.5001220703125,2025-07-30 15:25:00+05:30,1411.0,-1.699951171875
RELIANCE.NS,long,2025-07-31 10:45:00+05:30,1392.199951171875,1384.5,1403.7498779296875,2025-07-31 15:25:00+05:30,1391.0,-1.199951171875
RELIANCE.NS,long,2025-08-01 10:00:00+05:30,1402.199951171875,1384.9000244140625,1428.1498413085938,2025-08-01 15:25:00+05:30,1394.0999755859375,-8.0999755859375
RELIANCE.NS,long,2025-08-04 10:05:00+05:30,1408.4000244140625,1392.4000244140625,1432.4000244140625,2025-08-04 15:25:00+05:30,1410.4000244140625,2.0
RELIANCE.NS,short,2025-08-05 10:40:00+05:30,1396.5999755859375,1411.0,1374.9999389648438,2025-08-05 15:25:00+05:30,1391.699951171875,4.9000244140625
RELIANCE.NS,long,2025-08-06 11:25:00+05:30,1392.800048828125,1383.300048828125,1407.050048828125,2025-08-06 15:25:00+05:30,1392.9000244140625,0.0999755859375
RELIANCE.NS,short,2025-08-07 09:55:00+05:30,1383.800048828125,1390.0,1374.5001220703125,2025-08-07 13:05:00+05:30,1374.5001220703125,9.2999267578125
RELIANCE.NS,short,2025-08-08 09:50:00+05:30,1384.0,1396.5,1365.25,2025-08-08 15:25:00+05:30,1366.199951171875,17.800048828125
RELIANCE.NS,long,2025-08-11 09:50:00+05:30,1372.4000244140625,1361.699951171875,1388.4501342773438,2025-08-11 15:25:00+05:30,1384.699951171875,12.2999267578125
RELIANCE.NS,short,2025-08-12 14:40:00+05:30,1378.199951171875,1401.0,1343.9998779296875,2025-08-12 15:25:00+05:30,1380.0,-1.800048828125
RELIANCE.NS,short,2025-08-13 11:20:00+05:30,1382.800048828125,1389.4000244140625,1372.9000854492188,2025-08-13 13:50:00+05:30,1389.4000244140625,-6.5999755859375
RELIANCE.NS,short,2025-08-14 10:10:00+05:30,1374.9000244140625,1380.699951171875,1366.2001342773438,2025-08-14 15:25:00+05:30,1372.4000244140625,2.5
RELIANCE.NS,short,2025-08-18 11:35:00+05:30,1380.9000244140625,1394.9000244140625,1359.9000244140625,2025-08-18 15:25:00+05:30,1384.0,-3.0999755859375
RELIANCE.NS,long,2025-08-19 12:15:00+05:30,1414.699951171875,1394.300048828125,1445.2998046875,2025-08-19 15:25:00+05:30,1421.0,6.300048828125
RELIANCE.NS,long,2025-08-20 10:15:00+05:30,1424.0,1411.5,1442.75,2025-08-20 15:15:00+05:30,1411.5,-12.5
RELIANCE.NS,long,2025-08-21 10:00:00+05:30,1431.0,1421.0,1446.0,2025-08-21 15:25:00+05:30,1424.5,-6.5
RELIANCE.NS,short,2025-08-22 11:10:00+05:30,1414.4000244140625,1422.9000244140625,1401.6500244140625,2025-08-22 15:25:00+05:30,1410.0,4.4000244140625
RELIANCE.NS,short,2025-08-25 09:55:00+05:30,1410.0999755859375,1416.800048828125,1400.0498657226562,2025-08-25 13:45:00+05:30,1416.800048828125,-6.7000732421875
RELIANCE.NS,short,2025-08-26 10:35:00+05:30,1399.199951171875,1409.9000244140625,1383.1498413085938,2025-08-26 15:10:00+05:30,1383.1498413085938,16.05010986328125
RELIANCE.NS,long,2025-08-28 15:10:00+05:30,1389.0,1366.9000244140625,1422.1499633789062,2025-08-28 15:25:00+05:30,1385.9000244140625,-3.0999755859375
RELIANCE.NS,short,2025-08-29 14:25:00+05:30,1367.699951171875,1396.5999755859375,1324.3499145507812,2025-08-29 15:25:00+05:30,1355.0,12.699951171875
RELIANCE.NS,long,2025-09-01 12:25:00+05:30,1356.300048828125,1341.199951171875,1378.9501953125,2025-09-01 15:25:00+05:30,1355.0,-1.300048828125
RELIANCE.NS,long,2025-09-02 09:50:00+05:30,1382.0,1359.9000244140625,1415.1499633789062,2025-09-02 15:25:00+05:30,1366.5,-15.5
TCS.NS,long,2025-06-10 09:50:00+05:30,3456.800048828125,3423.39990234375,3506.9002685546875,2025-06-10 15:25:00+05:30,3461.39990234375,4.599853515625
TCS.NS,short,2025-06-11 09:50:00+05:30,3450.5,3473.39990234375,3416.150146484375,2025-06-11 11:55:00+05:30,3473.39990234375,-22.89990234375
TCS.NS,short,2025-06-12 09:50:00+05:30,3454.0,3471.89990234375,3427.150146484375,2025-06-12 14:10:00+05:30,3427.150146484375,26.849853515625
TCS.NS,long,2025-06-13 09:55:00+05:30,3428.89990234375,3394.699951171875,3480.1998291015625,2025-06-13 15:25:00+05:30,3449.0,20.10009765625
TCS.NS,long,2025-06-16 10:15:00+05:30,3478.0,3434.800048828125,3542.7999267578125,2025-06-16 15:25:00+05:30,3497.89990234375,19.89990234375
TCS.NS,long,2025-06-17 11:10:00+05:30,3509.800048828125,3488.10009765625,3542.3499755859375,2025-06-17 15:25:00+05:30,3512.0,2.199951171875
TCS.NS,short,2025-06-18 09:55:00+05:30,3506.300048828125,3538.0,3458.7501220703125,2025-06-18 13:40:00+05:30,3458.7501220703125,47.5499267578125
TCS.NS,short,2025-06-19 10:40:00+05:30,3414.89990234375,3449.89990234375,3362.39990234375,2025-06-19 15:25:00+05:30,3424.0,-9.10009765625
TCS.NS,short,2025-06-20 09:50:00+05:30,3419.10009765625,3439.89990234375,3387.900390625,2025-06-20 12:10:00+05:30,3439.89990234375,-20.7998046875
TCS.NS,short,2025-06-23 09:55:00+05:30,3373.0,3425.0,3295.0,2025-06-23 15:25:00+05:30,3392.0,-19.0
TCS.NS,short,2025-06-24 12:40:00+05:30,3413.699951171875,3442.10009765625,3371.0997314453125,2025-06-24 15:25:00+05:30,3390.39990234375,23.300048828125
TCS.NS,long,2025-06-25 09:55:00+05:30,3415.5,3400.199951171875,3438.4500732421875,2025-06-25 14:50:00+05:30,3438.4500732421875,22.9500732421875
TCS.NS,short,2025-06-26 10:15:00+05:30,3429.10009765625,3448.60009765625,3399.85009765625,2025-06-26 14:00:00+05:30,3448.60009765625,-19.5
TCS.NS,short,2025-06-27 10:35:00+05:30,3445.300048828125,3465.60009765625,3414.8499755859375,2025-06-27 15:25:00+05:30,3441.10009765625,4.199951171875
TCS.NS,long,2025-06-30 15:00:00+05:30,3464.300048828125,3431.10009765625,3514.0999755859375,2025-06-30 15:25:00+05:30,3460.0,-4.300048828125
TCS.NS,short,2025-07-01 09:55:00+05:30,3449.89990234375,3484.89990234375,3397.39990234375,2025-07-01 15:25:00+05:30,3429.0,20.89990234375
TCS.NS,short,2025-07-02 10:40:00+05:30,3441.800048828125,3487.0,3374.0001220703125,2025-07-02 15:25:00+05:30,3423.300048828125,18.5
TCS.NS,short,2025-07-03 13:05:00+05:30,3415.199951171875,3434.699951171875,3385.949951171875,2025-07-03 15:25:00+05:30,3400.60009765625,14.599853515625
